Time [Sec] - Base	g - Base	Time [Sec] - Ground	g - Ground
14,447	-0,0514738	14,447	0,64867
14,4472	-0,0569976	14,4472	0,710003
14,4474	-0,0611661	14,4474	0,779921
14,4476	-0,0632881	14,4476	0,848165
14,4478	-0,0628462	14,4478	0,903371
14,448	-0,0595823	14,448	0,934268
14,4482	-0,0535487	14,4482	0,9307
14,4484	-0,045124	14,4484	0,884589
14,4486	-0,0349846	14,4486	0,790852
14,4488	-0,0240408	14,4488	0,64788
14,449	-0,0133205	14,449	0,458018
14,4492	-0,00384877	14,4492	0,227504
14,4494	0,00349502	14,4494	-0,033644
14,4496	0,00809747	14,4496	-0,31219
14,4498	0,00970718	14,4498	-0,592425
14,45	0,00848285	14,45	-0,857195
14,4502	0,00499053	14,4502	-1,08906
14,4504	0,000143776	14,4504	-1,27184
14,4506	-0,00491007	14,4506	-1,39176
14,4508	-0,00893482	14,4508	-1,43902
14,451	-0,0107767	14,451	-1,40872
14,4512	-0,00952046	14,4512	-1,30172
14,4514	-0,00462408	14,4514	-1,12481
14,4516	0,0039946	14,4516	-0,890583
14,4518	0,0159281	14,4518	-0,616444
14,452	0,0303144	14,452	-0,323277
14,4522	0,0459272	14,4522	-0,0335938
14,4524	0,061317	14,4524	0,230508
14,4526	0,0749814	14,4526	0,449567
14,4528	0,0855397	14,4528	0,608544
14,453	0,0918932	14,453	0,698336
14,4532	0,0933514	14,4532	0,716572
14,4534	0,0897041	14,4534	0,667628
14,4536	0,0812338	14,4536	0,56197
14,4538	0,0686759	14,4538	0,414655
14,454	0,0531186	14,454	0,243444
14,4542	0,0358746	14,4542	0,0665193
14,4544	0,0183307	14,4544	-0,0997944
14,4546	0,00179739	14,4546	-0,24289
14,4548	-0,0126215	14,4548	-0,355316
14,455	-0,0241246	14,455	-0,435347
14,4552	-0,0322649	14,4552	-0,486717
14,4554	-0,0369566	14,4554	-0,517658
14,4556	-0,0384391	14,4556	-0,539163
14,4558	-0,0372052	14,4558	-0,562931
14,456	-0,0339121	14,456	-0,599218
14,4562	-0,0292772	14,4562	-0,654831
14,4564	-0,0239841	14,4564	-0,731726
14,4566	-0,0186058	14,4566	-0,826374
14,4568	-0,0135533	14,4568	-0,929899
14,457	-0,00905625	14,457	-1,02923
14,4572	-0,00517081	14,4572	-1,10887
14,4574	-0,00181115	14,4574	-1,15311
14,4576	0,0011996	14,4576	-1,14847
14,4578	0,00407446	14,4578	-1,08592
14,458	0,00700658	14,458	-0,9624
14,4582	0,010125	14,4582	-0,781874
14,4584	0,0134688	14,4584	-0,555109
14,4586	0,0169778	14,4586	-0,298726
14,4588	0,020506	14,4588	-0,0333134
14,459	0,0238499	14,459	0,218999
14,4592	0,0267888	14,4592	0,437382
14,4594	0,0291313	14,4594	0,604697
14,4596	0,0307545	14,4596	0,709821
14,4598	0,0316372	14,4598	0,748757
14,46	0,0318761	14,46	0,725164
14,4602	0,0316829	14,4602	0,649612
14,4604	0,031367	14,4604	0,538221
14,4606	0,0312993	14,4606	0,410335
14,4608	0,0318632	14,4608	0,286005
14,461	0,0334058	14,461	0,183263
14,4612	0,0361808	14,4612	0,115885
14,4614	0,0403106	14,4614	0,0915921
14,4616	0,0457542	14,4616	0,111386
14,4618	0,0522957	14,4618	0,169583
14,462	0,059558	14,462	0,25482
14,4622	0,06703	14,4622	0,351791
14,4624	0,0741138	14,4624	0,443368
14,4626	0,0801911	14,4626	0,512859
14,4628	0,0846829	14,4628	0,546212
14,463	0,0871207	14,463	0,533703
14,4632	0,0872024	14,4632	0,470938
14,4634	0,0848337	14,4634	0,359202
14,4636	0,0801464	14,4636	0,205071
14,4638	0,0734974	14,4638	0,0193192
14,464	0,065433	14,464	-0,184525
14,4642	0,0566413	14,4642	-0,391635
14,4644	0,0478778	14,4644	-0,587769
14,4646	0,0398898	14,4646	-0,760522
14,4648	0,033329	14,4648	-0,900215
14,465	0,0286827	14,465	-1,00062
14,4652	0,0262121	14,4652	-1,05887
14,4654	0,025927	14,4654	-1,0751
14,4656	0,0275807	14,4656	-1,05212
14,4658	0,0307046	14,4658	-0,994584
14,466	0,0346628	14,466	-0,908309
14,4662	0,0387319	14,4662	-0,799872
14,4664	0,0421918	14,4664	-0,675917
14,4666	0,0444177	14,4666	-0,543009
14,4668	0,0449617	14,4668	-0,407523
14,467	0,0436083	14,467	-0,27541
14,4672	0,0404016	14,4672	-0,152195
14,4674	0,0356329	14,4674	-0,0429024
14,4676	0,0297965	14,4676	0,0483902
14,4678	0,0235131	14,4678	0,118537
14,468	0,01744	14,468	0,16575
14,4682	0,0121643	14,4682	0,189863
14,4684	0,00811477	14,4684	0,192403
14,4686	0,00548975	14,4686	0,176516
14,4688	0,00421998	14,4688	0,146817
14,469	0,00397142	14,469	0,108708
14,4692	0,00418959	14,4692	0,0678894
14,4694	0,00417642	14,4694	0,0296799
14,4696	0,00319875	14,4696	-0,00162806
14,4698	0,000603895	14,4698	-0,023213
14,47	-0,00406706	14,47	-0,0339175
14,4702	-0,0109901	14,4702	-0,0343092
14,4704	-0,0200043	14,4704	-0,0262641
14,4706	-0,0306011	14,4706	-0,0124388
14,4708	-0,0419615	14,4708	0,00438785
14,471	-0,0530375	14,471	0,0219578
14,4712	-0,0626588	14,4712	0,039051
14,4714	-0,0696835	14,4714	0,0556064
14,4716	-0,0731129	14,4716	0,0727144
14,4718	-0,0722371	14,4718	0,0921821
14,472	-0,0667158	14,472	0,115848
14,4722	-0,0566335	14,4722	0,144928
14,4724	-0,0425045	14,4724	0,179245
14,4726	-0,0252353	14,4726	0,216716
14,4728	-0,00602869	14,4728	0,253398
14,473	0,013711	14,473	0,283605
14,4732	0,0325241	14,4732	0,300766
14,4734	0,0490183	14,4734	0,298549
14,4736	0,0619934	14,4736	0,271967
14,4738	0,0705379	14,4738	0,218737
14,474	0,0740924	14,474	0,140288
14,4742	0,072484	14,4742	0,0420962
14,4744	0,0659179	14,4744	-0,0662731
14,4746	0,0549463	14,4746	-0,172044
14,4748	0,0404072	14,4748	-0,260745
14,475	0,023344	14,475	-0,317974
14,4752	0,004917	14,4752	-0,331591
14,4754	-0,0136835	14,4754	-0,293823
14,4756	-0,0313274	14,4756	-0,202744
14,4758	-0,0470182	14,4758	-0,0633732
14,476	-0,0599532	14,476	0,11233
14,4762	-0,0695784	14,4762	0,306505
14,4764	-0,0756082	14,4764	0,497088
14,4766	-0,0780384	14,4766	0,660465
14,4768	-0,0771349	14,4768	0,774455
14,477	-0,0733925	14,477	0,821189
14,4772	-0,067497	14,4772	0,78979
14,4774	-0,0602428	14,4774	0,67818
14,4776	-0,0524694	14,4776	0,493741
14,4778	-0,0449732	14,4778	0,252838
14,478	-0,0384325	14,478	-0,0208963
14,4782	-0,0333394	14,4782	-0,299407
14,4784	-0,0299585	14,4784	-0,553594
14,4786	-0,0282933	14,4786	-0,757029
14,4788	-0,0281083	14,4788	-0,889459
14,479	-0,0289564	14,479	-0,939492
14,4792	-0,0302453	14,4792	-0,906145
14,4794	-0,0313202	14,4794	-0,799139
14,4796	-0,03155	14,4796	-0,637509
14,4798	-0,0304166	14,4798	-0,447117
14,48	-0,0275862	14,48	-0,257175
14,4802	-0,0229594	14,4802	-0,0961054
14,4804	-0,0166809	14,4804	0,0123247
14,4806	-0,0091266	14,4806	0,0523629
14,4808	-0,000840789	14,4808	0,0185453
14,481	0,00753179	14,481	-0,083632
14,4812	0,015341	14,4812	-0,238517
14,4814	0,022018	14,4814	-0,422564
14,4816	0,02715	14,4816	-0,60782
14,4818	0,0305259	14,4818	-0,765929
14,482	0,0321509	14,482	-0,872294
14,4822	0,0322175	14,4822	-0,909599
14,4824	0,0310472	14,4824	-0,870267
14,4826	0,0290052	14,4826	-0,757409
14,4828	0,0264097	14,4828	-0,584131
14,483	0,0234416	14,483	-0,371367
14,4832	0,0200831	14,4832	-0,144428
14,4834	0,0160926	14,4834	0,070961
14,4836	0,0110211	14,4836	0,252747
14,4838	0,00427771	14,4838	0,386062
14,484	-0,00476688	14,484	0,465367
14,4842	-0,0166573	14,4842	0,495245
14,4844	-0,0317236	14,4844	0,489537
14,4846	-0,0499639	14,4846	0,468665
14,4848	-0,0709754	14,4848	0,456229
14,485	-0,0939282	14,485	0,474763
14,4852	-0,117608	14,4852	0,541607
14,4854	-0,140518	14,4854	0,665692
14,4856	-0,161033	14,4856	0,845435
14,4858	-0,177585	14,4858	1,06825
14,486	-0,188863	14,486	1,31196
14,4862	-0,193986	14,4862	1,54741
14,4864	-0,192636	14,4864	1,74265
14,4866	-0,185124	14,4866	1,86727
14,4868	-0,172362	14,4868	1,89683
14,487	-0,155784	14,487	1,81642
14,4872	-0,137173	14,4872	1,62301
14,4874	-0,118454	14,4874	1,32601
14,4876	-0,101473	14,4876	0,946469
14,4878	-0,0877611	14,4878	0,5145
14,488	-0,0783565	14,488	0,0657769
14,4882	-0,0737037	14,4882	-0,362685
14,4884	-0,0735985	14,4884	-0,736655
14,4886	-0,0772481	14,4886	-1,02852
14,4888	-0,0834079	14,4888	-1,21982
14,489	-0,0905434	14,489	-1,30275
14,4892	-0,0970565	14,4892	-1,28011
14,4894	-0,101494	14,4894	-1,16409
14,4896	-0,102727	14,4896	-0,974038
14,4898	-0,100089	14,4898	-0,733711
14,49	-0,0934288	14,49	-0,468351
14,4902	-0,0831056	14,4902	-0,201891
14,4904	-0,0699013	14,4904	0,0452485
14,4906	-0,0548866	14,4906	0,257667
14,4908	-0,03926	14,4908	0,425736
14,491	-0,0241692	14,491	0,54549
14,4912	-0,0105694	14,4912	0,617912
14,4914	0,00088193	14,4914	0,647949
14,4916	0,009886	14,4916	0,643149
14,4918	0,0164866	14,4918	0,61245
14,492	0,0210195	14,492	0,565069
14,4922	0,0240097	14,4922	0,509553
14,4924	0,0260514	14,4924	0,453107
14,4926	0,0276901	14,4926	0,401253
14,4928	0,0293171	14,4928	0,357512
14,493	0,0311134	14,493	0,323481
14,4932	0,033022	14,4932	0,298865
14,4934	0,034776	14,4934	0,281746
14,4936	0,0359629	14,4936	0,268918
14,4938	0,0361119	14,4938	0,256353
14,494	0,0347929	14,494	0,239757
14,4942	0,0317049	14,4942	0,215212
14,4944	0,0267452	14,4944	0,179806
14,4946	0,0200364	14,4946	0,132236
14,4948	0,0119258	14,4948	0,0731802
14,495	0,00294302	14,495	0,00545709
14,4952	-0,00627183	14,4952	-0,0662133
14,4954	-0,0150555	14,4954	-0,135778
14,4956	-0,0228019	14,4956	-0,196707
14,4958	-0,0290461	14,4958	-0,243078
14,496	-0,0335025	14,496	-0,270683
14,4962	-0,0360877	14,4962	-0,277956
14,4964	-0,0369021	14,4964	-0,266631
14,4966	-0,0361926	14,4966	-0,241851
14,4968	-0,0342865	14,4968	-0,211741
14,497	-0,0315312	14,497	-0,186414
14,4972	-0,0282308	14,4972	-0,176526
14,4974	-0,0246001	14,4974	-0,191558
14,4976	-0,0207458	14,4976	-0,238181
14,4978	-0,0166702	14,4978	-0,318841
14,498	-0,012301	14,498	-0,430988
14,4982	-0,00754	14,4982	-0,56698
14,4984	-0,00230888	14,4984	-0,714866
14,4986	0,00339361	14,4986	-0,859757
14,4988	0,0094709	14,4988	-0,986007
14,499	0,0157114	14,499	-1,07926
14,4992	0,021805	14,4992	-1,12885
14,4994	0,0273824	14,4994	-1,12935
14,4996	0,0320715	14,4996	-1,08175
14,4998	0,035554	14,4998	-0,993417
14,5	0,0376364	14,5	-0,877458
14,5002	0,0382819	14,5002	-0,750672
14,5004	0,0376445	14,5004	-0,631591
14,5006	0,0360533	14,5006	-0,537442
14,5008	0,0339837	14,5008	-0,482023
14,501	0,0319953	14,501	-0,47341
14,5012	0,030657	14,5012	-0,513009
14,5014	0,0304704	14,5014	-0,595192
14,5016	0,0317994	14,5016	-0,708302
14,5018	0,0348155	14,5018	-0,836059
14,502	0,0394756	14,502	-0,96021
14,5022	0,0455235	14,5022	-1,06284
14,5024	0,0525206	14,5024	-1,12904
14,5026	0,0599035	14,5026	-1,14896
14,5028	0,0670556	14,5028	-1,11901
14,503	0,0733794	14,503	-1,04222
14,5032	0,0783687	14,5032	-0,927671
14,5034	0,0816605	14,5034	-0,788831
14,5036	0,0830655	14,5036	-0,641646
14,5038	0,0825763	14,5038	-0,502117
14,504	0,0803508	14,504	-0,384006
14,5042	0,0766786	14,5042	-0,297078
14,5044	0,0719359	14,5044	-0,245764
14,5046	0,0665357	14,5046	-0,228864
14,5048	0,0608852	14,5048	-0,239973
14,505	0,0553478	14,505	-0,26864
14,5052	0,050223	14,5052	-0,30215
14,5054	0,0457383	14,5054	-0,327565
14,5056	0,0420489	14,5056	-0,333594
14,5058	0,039251	14,5058	-0,312386
14,506	0,0373913	14,506	-0,26047
14,5062	0,0364809	14,5062	-0,179267
14,5064	0,0365	14,5064	-0,0746125
14,5066	0,0373991	14,5066	0,0440439
14,5068	0,039098	14,5068	0,165257
14,507	0,0414788	14,507	0,27714
14,5072	0,0443851	14,5072	0,369216
14,5074	0,0476273	14,5074	0,433779
14,5076	0,0509915	14,5076	0,467003
14,5078	0,0542607	14,5078	0,469274
14,508	0,0572444	14,508	0,445036
14,5082	0,0598044	14,5082	0,401916
14,5084	0,0618874	14,5084	0,349598
14,5086	0,0635373	14,5086	0,298236
14,5088	0,0648976	14,5088	0,25694
14,509	0,0661929	14,509	0,232437
14,5092	0,0676919	14,5092	0,228049
14,5094	0,0696567	14,5094	0,243276
14,5096	0,0722872	14,5096	0,273877
14,5098	0,0756582	14,5098	0,31261
14,51	0,0796834	14,51	0,350245
14,5102	0,0840899	14,5102	0,37703
14,5104	0,0884328	14,5104	0,384186
14,5106	0,0921402	14,5106	0,365265
14,5108	0,0945854	14,5108	0,317199
14,511	0,095184	14,511	0,240911
14,5112	0,0934949	14,5112	0,14125
14,5114	0,0893133	14,5114	0,026479
14,5116	0,0827397	14,5116	-0,0927578
14,5118	0,0742016	14,5118	-0,204858
14,512	0,0644302	14,512	-0,298702
14,5122	0,0543852	14,5122	-0,365208
14,5124	0,0451324	14,5124	-0,398473
14,5126	0,0376948	14,5126	-0,396518
14,5128	0,0328934	14,5128	-0,361533
14,513	0,0312079	14,513	-0,299458
14,5132	0,0326654	14,5132	-0,219053
14,5134	0,0368106	14,5134	-0,130665
14,5136	0,0427187	14,5136	-0,0446601
14,5138	0,0490996	14,5138	0,0300165
14,514	0,0544599	14,514	0,0870409
14,5142	0,0573053	14,5142	0,12352
14,5144	0,0563592	14,5144	0,140229
14,5146	0,0507728	14,5146	0,141228
14,5148	0,0402664	14,5148	0,133012
14,515	0,02522	14,515	0,12322
14,5152	0,00665976	14,5152	0,119123
14,5154	-0,0138315	14,5154	0,126199
14,5156	-0,0342899	14,5156	0,147012
14,5158	-0,0526068	14,5158	0,180494
14,516	-0,0667842	14,516	0,221969
14,5162	-0,0751974	14,5162	0,263743
14,5164	-0,0768013	14,5164	0,29627
14,5166	-0,0712681	14,5166	0,309729
14,5168	-0,0590257	14,5168	0,295791
14,517	-0,0412184	14,517	0,249205
14,5172	-0,0195443	14,5172	0,169065
14,5174	0,00392895	14,5174	0,0594448
14,5176	0,0270279	14,5176	-0,0707516
14,5178	0,0477178	14,5178	-0,208652
14,518	0,0643406	14,518	-0,338951
14,5182	0,0757727	14,5182	-0,445935
14,5184	0,0815325	14,5184	-0,515596
14,5186	0,0817715	14,5186	-0,537681
14,5188	0,0772098	14,5188	-0,507257
14,519	0,0689927	14,519	-0,425537
14,5192	0,0585126	14,5192	-0,299924
14,5194	0,0472145	14,5194	-0,14314
14,5196	0,0364134	14,5196	0,0284163
14,5198	0,0271476	14,5198	0,196685
14,52	0,0200885	14,52	0,344349
14,5202	0,0155034	14,5202	0,456984
14,5204	0,0132791	14,5204	0,524807
14,5206	0,0129948	14,5206	0,543819
14,5208	0,0140119	14,5208	0,516053
14,521	0,0156021	14,521	0,448946
14,5212	0,0170492	14,5212	0,354141
14,5214	0,0177368	14,5214	0,245588
14,5216	0,0172194	14,5216	0,13762
14,5218	0,015241	14,5218	0,0430156
14,522	0,0117359	14,522	-0,0285495
14,5222	0,00681052	14,5222	-0,0714722
14,5224	0,000697449	14,5224	-0,0845436
14,5226	-0,0062833	14,5226	-0,0706341
14,5228	-0,0137668	14,5228	-0,0357224
14,523	-0,021375	14,523	0,0122398
14,5232	-0,028741	14,5232	0,064738
14,5234	-0,0355208	14,5234	0,113924
14,5236	-0,0414013	14,5236	0,153474
14,5238	-0,0461028	14,5238	0,179157
14,524	-0,0493868	14,524	0,18886
14,5242	-0,0510643	14,5242	0,182228
14,5244	-0,0510134	14,5244	0,160119
14,5246	-0,0491977	14,5246	0,123958
14,5248	-0,0456835	14,5248	0,0751502
14,525	-0,0406515	14,525	0,0148492
14,5252	-0,0343954	14,5252	-0,0560949
14,5254	-0,0273144	14,5254	-0,136786
14,5256	-0,0198825	14,5256	-0,22578
14,5258	-0,0126141	14,5258	-0,320479
14,526	-0,00601644	14,526	-0,416667
14,5262	-0,000535758	14,5262	-0,508296
14,5264	0,00348943	14,5264	-0,58771
14,5266	0,00585854	14,5266	-0,646309
14,5268	0,00653274	14,5268	-0,675617
14,527	0,00562936	14,527	-0,668644
14,5272	0,00339785	14,5272	-0,621339
14,5274	0,000183109	14,5274	-0,533717
14,5276	-0,00362808	14,5276	-0,410659
14,5278	-0,00766894	14,5278	-0,261971
14,528	-0,0116469	14,528	-0,101594
14,5282	-0,0153887	14,5282	0,05367
14,5284	-0,0188727	14,5284	0,186285
14,5286	-0,022232	14,5286	0,280304
14,5288	-0,0257407	14,5288	0,323724
14,529	-0,0297752	14,529	0,310617
14,5292	-0,0347598	14,5292	0,242378
14,5294	-0,0410951	14,5294	0,128149
14,5296	-0,049091	14,5296	-0,0159
14,5298	-0,0588996	14,5298	-0,16836
14,53	-0,0704659	14,53	-0,305042
14,5302	-0,0834993	14,5302	-0,402061
14,5304	-0,0974724	14,5304	-0,439009
14,5306	-0,111643	14,5306	-0,401642
14,5308	-0,125118	14,5308	-0,283962
14,531	-0,136922	14,531	-0,0891512
14,5312	-0,14611	14,5312	0,170801
14,5314	-0,151861	14,5314	0,476423
14,5316	-0,15358	14,5316	0,803218
14,5318	-0,150972	14,5318	1,1247
14,532	-0,144103	14,532	1,41554
14,5322	-0,133407	14,5322	1,65457
14,5324	-0,119673	14,5324	1,8272
14,5326	-0,103961	14,5326	1,92641
14,5328	-0,0875116	14,5328	1,95333
14,533	-0,0716056	14,533	1,91603
14,5332	-0,0574273	14,5332	1,82783
14,5334	-0,0459319	14,5334	1,70501
14,5336	-0,0377341	14,5336	1,56427
14,5338	-0,0330351	14,5338	1,42022
14,534	-0,0316042	14,534	1,28389
14,5342	-0,0327994	14,5342	1,1613
14,5344	-0,035661	14,5344	1,05363
14,5346	-0,0390314	14,5346	0,95762
14,5348	-0,0417121	14,5348	0,867009
14,535	-0,0426245	14,535	0,774074
14,5352	-0,0409548	14,5352	0,671413
14,5354	-0,0362648	14,5354	0,553226
14,5356	-0,0285561	14,5356	0,416534
14,5358	-0,0182722	14,5358	0,261349
14,536	-0,00624925	14,536	0,090815
14,5362	0,00639293	14,5362	-0,0896258
14,5364	0,0183953	14,5364	-0,272954
14,5366	0,0285216	14,5366	-0,451698
14,5368	0,0357207	14,5368	-0,618711
14,537	0,0392563	14,537	-0,767955
14,5372	0,0387951	14,5372	-0,894666
14,5374	0,0344388	14,5374	-0,995546
14,5376	0,0267028	14,5376	-1,06845
14,5378	0,0164331	14,5378	-1,11222
14,538	0,0046915	14,538	-1,12642
14,5382	-0,0073889	14,5382	-1,11143
14,5384	-0,0187525	14,5384	-1,06854
14,5386	-0,0285456	14,5386	-1,00043
14,5388	-0,0362136	14,5388	-0,91156
14,539	-0,0415444	14,539	-0,808593
14,5392	-0,0446638	14,5392	-0,700442
14,5394	-0,0459799	14,5394	-0,598015
14,5396	-0,0460905	14,5396	-0,513333
14,5398	-0,0456671	14,5398	-0,458285
14,54	-0,0453346	14,54	-0,442928
14,5402	-0,045562	14,5402	-0,473691
14,5404	-0,0465837	14,5404	-0,551792
14,5406	-0,0483575	14,5406	-0,672058
14,5408	-0,0505679	14,5408	-0,822713
14,541	-0,0526742	14,541	-0,985911
14,5412	-0,0539894	14,5412	-1,13945
14,5414	-0,0537828	14,5414	-1,25931
14,5416	-0,0513872	14,5416	-1,32269
14,5418	-0,0462981	14,5418	-1,31126
14,542	-0,0382495	14,542	-1,21419
14,5422	-0,0272579	14,5422	-1,03012
14,5424	-0,0136272	14,5424	-0,76832
14,5426	0,00208338	14,5426	-0,448209
14,5428	0,0191244	14,5428	-0,0974998
14,543	0,0366409	14,543	0,25076
14,5432	0,053766	14,5432	0,562097
14,5434	0,0697134	14,5434	0,804886
14,5436	0,0838501	14,5436	0,954225
14,5438	0,0957506	14,5438	0,995075
14,544	0,105219	14,544	0,924222
14,5442	0,112283	14,5442	0,75057
14,5444	0,117161	14,5444	0,494117
14,5446	0,120207	14,5446	0,183438
14,5448	0,121856	14,5448	-0,147805
14,545	0,122553	14,545	-0,464862
14,5452	0,122702	14,5452	-0,735931
14,5454	0,122629	14,5454	-0,935599
14,5456	0,122549	14,5456	-1,04735
14,5458	0,122563	14,5458	-1,06485
14,546	0,122666	14,546	-0,991946
14,5462	0,122763	14,5462	-0,841521
14,5464	0,122693	14,5464	-0,63338
14,5466	0,122251	14,5466	-0,391555
14,5468	0,12121	14,5468	-0,14138
14,547	0,119327	14,547	0,0933156
14,5472	0,116359	14,5472	0,292561
14,5474	0,112062	14,5474	0,441941
14,5476	0,1062	14,5476	0,533505
14,5478	0,0985548	14,5478	0,56599
14,548	0,0889451	14,548	0,544325
14,5482	0,077255	14,5482	0,478717
14,5484	0,0634686	14,5484	0,383284
14,5486	0,0477072	14,5486	0,274572
14,5488	0,0302634	14,5488	0,169789
14,549	0,011624	14,549	0,0852327
14,5492	-0,00753046	14,5492	0,0346939
14,5494	-0,0263472	14,5494	0,0280804
14,5496	-0,0438577	14,5496	0,0704002
14,5498	-0,0590556	14,5498	0,161154
14,55	-0,0709982	14,55	0,293931
14,5502	-0,0789149	14,5502	0,457059
14,5504	-0,0823119	14,5504	0,63425
14,5506	-0,0810519	14,5506	0,806144
14,5508	-0,0754025	14,5508	0,952359
14,551	-0,0660283	14,551	1,05352
14,5512	-0,0539416	14,5512	1,09379
14,5514	-0,0403939	14,5514	1,06294
14,5516	-0,0267356	14,5516	0,957812
14,5518	-0,0142494	14,5518	0,783321
14,552	-0,00398669	14,552	0,552074
14,5522	0,00337478	14,5522	0,283354
14,5524	0,00762251	14,5524	0,00113138
14,5526	0,00904251	14,5526	-0,268681
14,5528	0,00837728	14,5528	-0,501077
14,553	0,00671988	14,553	-0,675023
14,5532	0,00535087	14,5532	-0,775972
14,5534	0,0055401	14,5534	-0,797378
14,5536	0,00834934	14,5536	-0,741559
14,5538	0,0144519	14,5538	-0,618951
14,554	0,024014	14,554	-0,446573
14,5542	0,0366432	14,5542	-0,245633
14,5544	0,0514274	14,5544	-0,038661
14,5546	0,0670474	14,5546	0,153415
14,5548	0,0819657	14,5548	0,313761
14,555	0,0946437	14,555	0,431453
14,5552	0,103776	14,5552	0,502331
14,5554	0,108481	14,5554	0,52891
14,5556	0,108449	14,5556	0,519119
14,5558	0,10398	14,5558	0,4846
14,556	0,0959564	14,556	0,438463
14,5562	0,0857065	14,5562	0,392969
14,5564	0,0748043	14,5564	0,357727
14,5566	0,064836	14,5566	0,338356
14,5568	0,0571453	14,5568	0,335839
14,557	0,0526311	14,557	0,346931
14,5572	0,0516122	14,5572	0,364914
14,5574	0,0537743	14,5574	0,381137
14,5576	0,0582423	14,5576	0,386612
14,5578	0,0637149	14,5578	0,373609
14,558	0,0686879	14,558	0,336948
14,5582	0,0717096	14,5582	0,274842
14,5584	0,0716225	14,5584	0,189066
14,5586	0,0677829	14,5586	0,0847002
14,5588	0,0601795	14,5588	-0,0307035
14,559	0,0494574	14,559	-0,148204
14,5592	0,0368472	14,5592	-0,258651
14,5594	0,0239847	14,5594	-0,353818
14,5596	0,0126661	14,5596	-0,427275
14,5598	0,00460783	14,5598	-0,474985
14,56	0,00114279	14,56	-0,495444
14,5602	0,00304896	14,5602	-0,48958
14,5604	0,0103895	14,5604	-0,460271
14,5606	0,0225044	14,5606	-0,411781
14,5608	0,0380788	14,5608	-0,349108
14,561	0,0553309	14,561	-0,277383
14,5612	0,0722284	14,5612	-0,201391
14,5614	0,0867751	14,5614	-0,125253
14,5616	0,0972449	14,5616	-0,0522384
14,5618	0,102411	14,5618	0,015217
14,562	0,101674	14,562	0,0754467
14,5622	0,0951062	14,5622	0,127418
14,5624	0,0834156	14,5624	0,17056
14,5626	0,0678018	14,5626	0,204684
14,5628	0,0497809	14,5628	0,229845
14,563	0,0309663	14,563	0,246326
14,5632	0,0128639	14,5632	0,254608
14,5634	-0,00330587	14,5634	0,255372
14,5636	-0,0167237	14,5636	0,249523
14,5638	-0,0270232	14,5638	0,238171
14,564	-0,034272	14,564	0,222605
14,5642	-0,0388939	14,5642	0,204253
14,5644	-0,0415543	14,5644	0,184608
14,5646	-0,0430283	14,5646	0,16514
14,5648	-0,0440718	14,5648	0,147205
14,565	-0,0453188	14,565	0,131896
14,5652	-0,0472124	14,5652	0,119934
14,5654	-0,049981	14,5654	0,111518
14,5656	-0,0536523	14,5656	0,106214
14,5658	-0,0580997	14,5658	0,102901
14,566	-0,0631005	14,566	0,0997517
14,5662	-0,0684002	14,5662	0,094336
14,5664	-0,0737603	14,5664	0,083821
14,5666	-0,0789919	14,5666	0,0652883
14,5668	-0,0839609	14,5668	0,0361552
14,567	-0,0885734	14,567	-0,00529219
14,5672	-0,0927479	14,5672	-0,0594427
14,5674	-0,0963799	14,5674	-0,12489
14,5676	-0,0993155	14,5676	-0,198188
14,5678	-0,101343	14,5678	-0,273863
14,568	-0,102197	14,568	-0,344664
14,5682	-0,101594	14,5682	-0,402218
14,5684	-0,0992754	14,5684	-0,437916
14,5686	-0,0950637	14,5686	-0,443988
14,5688	-0,0889172	14,5688	-0,414701
14,569	-0,0809677	14,569	-0,347363
14,5692	-0,0715361	14,5692	-0,243048
14,5694	-0,0611166	14,5694	-0,10695
14,5696	-0,0503304	14,5696	0,0518908
14,5698	-0,0398594	14,5698	0,221337
14,57	-0,0303579	14,57	0,387456
14,5702	-0,0223677	14,5702	0,536062
14,5704	-0,0162429	14,5704	0,654574
14,5706	-0,0120991	14,5706	0,733579
14,5708	-0,00979837	14,5708	0,768024
14,571	-0,00897317	14,571	0,758005
14,5712	-0,00908538	14,5712	0,708635
14,5714	-0,00951723	14,5714	0,629299
14,5716	-0,00967354	14,5716	0,532371
14,5718	-0,00908635	14,5718	0,431449
14,572	-0,007495	14,572	0,339327
14,5722	-0,00490069	14,5722	0,266388
14,5724	-0,00157335	14,5724	0,21915
14,5726	0,00198171	14,5726	0,199445
14,5728	0,00510473	14,5728	0,204618
14,573	0,00708678	14,573	0,22798
14,5732	0,0073028	14,5732	0,260196
14,5734	0,00533173	14,5734	0,290892
14,5736	0,00104716	14,5736	0,310179
14,5738	-0,00531269	14,5738	0,31019
14,574	-0,0131491	14,574	0,286181
14,5742	-0,0215455	14,5742	0,236767
14,5744	-0,0293592	14,5744	0,164132
14,5746	-0,0353584	14,5746	0,0730564
14,5748	-0,0383854	14,5748	-0,0299061
14,575	-0,0375073	14,575	-0,137637
14,5752	-0,0321586	14,5752	-0,243528
14,5754	-0,0222347	14,5754	-0,342079
14,5756	-0,0081292	14,5756	-0,429416
14,5758	0,00928864	14,5758	-0,503151
14,576	0,0287486	14,576	-0,562041
14,5762	0,0487044	14,5762	-0,605453
14,5764	0,0674989	14,5764	-0,632763
14,5766	0,0835305	14,5766	-0,642844
14,5768	0,0954265	14,5768	-0,634152
